Date,AAL,UAL,OIL
2016-09-30,35.98,51.39,44.63
2016-10-03,36.46,52.24,46.65
2016-10-04,38.39,54.21,46.72
2016-10-05,37.82,53.82,47.75
2016-10-06,37.83,53.6,47.86
2016-10-07,38.25,53.79,48.59
2016-10-10,37.95,53.06,48.31
2016-10-11,39.99,54.81,48.81
2016-10-12,38.12,53.76,48.68
2016-10-13,36.95,52.05,48.07
2016-10-14,39.45,54.16,48.63
2016-10-17,38.66,53.45,48.22
2016-10-18,38.84,52.54,48.24
2016-10-19,39.48,53.99,49.06
2016-10-20,40.93,55.29,48.51
2016-10-21,39.97,56.21,48.08
2016-10-24,40.25,55.91,48.15
2016-10-25,39.66,54.93,47.83
2016-10-26,38.57,53.11,46.96
2016-10-27,39.45,54.3,47.23
2016-10-28,39.85,54.59,47.04
2016-10-31,40.31,55.62,45.83
2016-11-01,40.51,56.25,44.51
2016-11-02,39.72,55.95,43.1
2016-11-03,39.78,56.66,42.62
2016-11-04,39.27,56.01,41.85
2016-11-07,40.39,57.96,41.98
2016-11-08,41.42,58.52,42.22
2016-11-09,40.76,58.24,41.9
2016-11-10,42.71,60.43,42.67
2016-11-11,42.07,59.85,41.54
2016-11-14,43.01,60.54,40.94
2016-11-15,45.0,65.47,41.84
2016-11-16,44.66,65.75,42.9
2016-11-17,44.39,65.62,42.83
2016-11-18,46.15,68.05,42.33
2016-11-21,46.46,68.22,44.34
2016-11-22,46.03,69.08,45.25
2016-11-23,46.05,69.35,45.37
2016-11-25,46.34,69.81,44.88
2016-11-28,46.64,69.95,43.84
2016-11-29,46.59,69.17,43.87
2016-11-30,46.14,68.51,44.8
2016-12-01,46.2,68.67,49.28
2016-12-02,46.09,69.12,50.42
2016-12-05,46.45,69.91,51.25
2016-12-06,46.16,69.41,50.98
2016-12-07,46.61,70.68,50.22
2016-12-08,48.6,72.46,50.04
2016-12-09,49.27,75.02,50.95
2016-12-12,49.16,74.3,53.24
2016-12-13,47.94,73.38,52.39
2016-12-14,47.84,72.6,51.83
2016-12-15,48.1,73.82,50.96
2016-12-16,48.61,74.91,51.29
2016-12-19,47.89,74.25,52.18
2016-12-20,48.5,75.32,51.99
2016-12-21,49.34,75.73,52.25
2016-12-22,49.35,75.62,51.73
2016-12-23,48.61,74.4,51.74
2016-12-27,48.29,74.78,52.25
2016-12-28,48.73,75.0,53.39
2016-12-29,47.8,73.53,53.46
2016-12-30,47.42,73.43,53.3
2017-01-03,47.28,74.02,53.13
2017-01-04,46.63,72.45,52.71
2017-01-05,46.52,71.99,53.02
2017-01-06,45.85,70.98,53.5
2017-01-09,46.01,71.06,52.85
2017-01-10,47.0,71.47,51.46
2017-01-11,49.29,75.51,50.98
2017-01-12,48.67,74.64,52.3
2017-01-13,48.16,74.03,52.64
2017-01-17,47.56,73.94,52.6
2017-01-18,47.3938,73.0,52.22
2017-01-19,47.64,74.06,51.45
2017-01-20,47.54,74.3,51.8
2017-01-23,47.9,74.66,52.1
2017-01-24,47.05,73.08,52.51
2017-01-25,47.9,73.58,52.14
2017-01-26,48.43,74.47,52.91
2017-01-27,50.0,75.75,52.88
2017-01-30,45.62,72.99,52.78
2017-01-31,44.79,71.78,52.19
